CustomerID,TenureMonths,Location,DeviceClass,GamesProduct,MusicProduct,EducationProduct,CallCenter,VideoProduct,UseMyApp,PaymentMethod,MonthlyPurchase
6587,72,0,2,1,1,1,1,1,1,2,140.79
999,26,0,2,0,0,0,0,1,1,0,118.625
389,61,0,2,1,1,0,0,1,1,0,137.8
2330,66,0,0,2,2,2,0,2,2,1,26.715
1476,9,0,2,0,1,1,1,1,0,1,123.305
2240,70,0,0,2,2,2,0,2,2,2,25.74
6327,8,0,2,0,1,0,0,1,0,0,113.23
6337,64,0,0,2,2,2,0,2,2,1,32.37
5875,37,0,0,2,2,2,0,2,2,0,25.74
5938,7,0,2,0,0,0,0,0,0,2,89.96
2775,30,0,2,1,1,1,0,0,0,2,117.52
1923,62,0,0,2,2,2,0,2,2,2,31.525
758,1,0,2,0,0,0,0,0,0,0,90.025
6595,52,0,1,1,0,1,0,0,0,0,69.875
6161,19,1,1,0,1,1,0,0,0,3,44.59
1293,26,1,2,0,0,1,0,1,1,0,127.855
6206,71,1,0,2,2,2,0,2,2,3,33.085
6913,58,1,2,0,1,0,0,1,1,0,120.705
3268,38,1,1,1,1,1,1,0,0,0,90.935
1907,63,0,2,1,0,0,0,1,1,3,129.545
5641,46,0,1,1,1,1,1,0,0,1,85.345
4880,20,0,1,0,1,0,1,0,1,3,89.57
368,41,0,1,0,0,1,0,1,1,0,94.9
1937,29,0,1,0,0,0,0,1,0,1,43.875
1151,39,0,1,1,1,0,1,1,0,3,63.635
4461,4,1,0,2,2,2,0,2,2,1,25.675
6666,18,1,0,2,2,2,0,2,2,1,32.63
6928,71,1,2,1,1,0,1,1,0,3,129.545
191,33,0,2,0,0,1,0,1,1,0,124.54
6069,23,0,0,2,2,2,0,2,2,2,26.39
5762,69,0,0,2,2,2,0,2,2,2,26.195
174,3,0,2,0,0,0,0,0,0,3,97.63
1903,69,0,1,1,0,1,1,0,0,3,83.395
1099,28,1,2,0,0,1,1,1,1,0,134.29
4661,6,0,2,0,0,0,0,0,0,0,89.83
2927,40,0,1,0,0,1,0,0,0,1,65.325
2292,7,0,1,0,0,1,1,1,0,2,83.59
6225,26,1,2,0,0,0,0,0,1,0,102.44
6850,72,0,2,1,1,1,1,1,1,3,152.75
3946,68,0,0,2,2,2,0,2,2,1,31.915
6052,5,0,2,0,1,0,0,0,0,0,97.045
1164,1,0,1,0,0,1,0,0,0,1,65.585
3767,66,1,1,0,0,0,1,1,1,2,65.715
4031,68,0,2,1,1,0,1,0,1,2,123.63
2939,52,0,1,1,0,0,0,1,1,3,63.44
5241,4,0,0,2,2,2,0,2,2,1,32.825
4975,69,1,1,0,1,1,1,1,1,3,79.04
1661,67,0,2,1,1,1,1,1,1,3,151.06
508,65,1,2,0,1,0,0,1,0,2,119.405
166,4,0,1,0,0,0,0,0,0,1,31.525
4266,5,1,0,2,2,2,0,2,2,1,26.585
4834,63,0,2,1,1,1,1,1,1,3,141.96
4240,17,1,0,2,2,2,0,2,2,3,26.065
4742,35,0,0,2,2,2,0,2,2,1,25.545
103,1,0,0,2,2,2,0,2,2,1,25.87
5430,72,0,2,0,1,0,0,1,1,3,126.425
4258,36,1,1,1,1,0,0,0,0,1,69.745
4241,40,1,2,0,1,1,0,0,0,0,104.0
3795,72,1,1,1,1,1,1,0,1,3,94.9
5386,37,0,1,0,0,0,0,1,0,3,46.54
1752,1,0,2,0,0,0,0,0,0,1,90.87
6286,67,1,2,1,1,1,0,0,0,2,110.24
6688,33,1,2,0,1,0,0,1,1,0,130.0
2899,3,0,0,2,2,2,0,2,2,1,25.935
1658,2,0,0,2,2,2,0,2,2,1,26.455
152,49,0,2,0,1,0,0,0,1,3,117.065
4102,33,0,1,1,0,0,1,0,0,3,44.265
2483,70,0,2,1,1,0,1,0,0,3,114.4
1583,16,1,2,1,0,0,0,1,1,0,122.525
5923,35,0,0,2,2,2,0,2,2,2,26.065
2552,72,1,1,1,1,1,1,1,1,2,85.215
6990,50,0,1,1,1,0,0,1,0,2,55.965
4624,2,0,2,0,0,0,0,1,0,0,109.265
3583,35,0,2,0,0,1,0,1,1,2,132.665
5166,50,0,2,1,1,1,1,0,0,3,117.13
2941,29,0,0,2,2,2,0,2,2,1,26.845
6147,48,0,2,1,1,1,1,1,1,3,145.34
2209,60,0,1,0,1,1,1,1,1,2,78.26
4326,28,0,0,2,2,2,0,2,2,1,26.325
4233,72,1,1,1,1,1,1,1,1,2,114.465
1822,6,1,2,0,0,0,0,1,1,0,116.35
5428,56,0,1,0,0,1,1,1,1,2,70.265
3935,55,0,0,2,2,2,0,2,2,2,24.83
4220,58,0,0,2,2,2,0,2,2,3,26.39
4454,58,1,2,0,1,1,0,0,1,0,122.59
309,7,0,2,0,0,1,0,1,0,0,117.585
212,12,0,0,2,2,2,0,2,2,2,25.74
3497,12,0,0,2,2,2,0,2,2,3,32.825
4213,51,0,0,2,2,2,0,2,2,1,33.15
5880,19,0,1,0,0,1,0,0,0,2,64.48
495,1,1,0,2,2,2,0,2,2,0,27.3
205,16,0,2,0,1,1,0,1,0,3,116.285
1434,7,0,1,1,0,0,0,0,0,1,66.3
1135,1,1,2,0,0,0,0,1,1,0,115.83
2584,4,1,1,1,0,1,0,0,0,0,73.775
868,51,0,2,0,0,1,0,1,1,0,127.14
2749,3,0,2,0,0,1,0,0,1,3,111.41
305,6,0,2,0,1,1,1,1,1,3,142.87
1849,18,0,2,0,0,0,1,1,1,2,129.675
3121,42,0,0,2,2,2,0,2,2,1,26.845
1988,22,0,2,0,0,0,0,1,0,2,109.395
2798,2,0,2,1,0,0,1,0,0,0,104.195
6889,4,1,0,2,2,2,0,2,2,3,26.91
1534,1,0,2,0,0,0,0,0,0,0,92.3
843,54,1,2,1,1,0,0,1,1,2,138.515
1987,14,0,2,0,0,0,0,0,1,2,105.17
5629,35,0,2,1,1,1,1,0,0,1,125.775
4725,26,0,1,0,0,1,1,1,1,3,106.6
3552,5,0,2,0,1,0,0,1,0,1,110.89
383,1,0,0,2,2,2,0,2,2,0,26.715
1538,1,0,2,0,0,0,0,1,0,2,103.155
211,55,0,2,0,0,1,0,1,1,0,130.0
1957,3,0,2,1,1,0,0,1,0,0,116.805
4601,69,0,1,1,0,0,1,0,0,3,79.82
2438,0,0,0,2,2,2,0,2,2,1,26.325
2727,60,0,2,1,1,0,0,0,1,3,122.33
3257,26,1,1,1,1,0,0,0,1,2,58.045
3787,57,1,2,0,1,0,0,1,1,0,130.78
1349,44,1,2,0,0,0,0,1,1,0,124.93
4402,61,0,2,1,1,1,0,1,1,0,140.075
2984,63,0,0,2,2,2,0,2,2,3,25.35
5385,58,0,2,0,1,1,0,1,0,0,119.015
680,6,1,1,0,0,0,0,0,0,2,57.98
180,33,0,2,0,0,0,0,1,1,0,122.85
6702,9,1,2,0,0,1,0,1,0,0,117.13
6723,72,1,2,0,1,1,1,1,1,3,142.61
6504,52,0,1,0,0,1,1,1,1,2,105.235
6068,70,0,2,0,1,1,1,1,1,0,143.65
278,23,1,2,1,0,0,0,1,0,2,117.065
2970,3,0,0,2,2,2,0,2,2,0,26.325
6701,45,1,1,0,1,1,1,0,1,2,66.3
2480,5,0,0,2,2,2,0,2,2,2,26.065
289,3,0,1,0,1,1,0,0,0,1,72.995
4370,4,0,0,2,2,2,0,2,2,1,24.7
5284,8,0,2,0,0,1,0,0,0,2,96.265
993,41,0,2,0,0,1,0,1,1,0,127.92
2236,2,0,1,0,1,0,0,1,0,0,76.7
5438,67,0,0,2,2,2,0,2,2,2,32.045
39,58,1,1,0,1,1,0,0,1,0,58.89
4963,45,1,1,1,0,0,1,0,1,0,91.065
2754,20,0,1,0,1,0,0,0,1,0,78.0
5643,42,1,2,0,0,1,1,0,0,3,111.67
3722,34,0,0,2,2,2,0,2,2,2,26.13
270,1,1,0,2,2,2,0,2,2,1,25.545
3002,69,0,1,1,1,1,1,1,0,2,98.475
2883,70,0,1,1,1,1,1,0,0,2,57.98
5837,58,0,1,1,0,1,1,1,0,1,98.54
3128,5,0,2,0,0,1,1,0,0,0,107.575
5899,10,0,0,2,2,2,0,2,2,2,25.935
111,1,0,2,0,0,0,0,0,0,1,90.415
1391,1,0,1,0,0,0,1,0,0,1,66.625
2600,39,1,1,1,0,0,0,0,0,0,62.205
220,59,0,2,0,0,0,0,0,1,0,111.215
5890,60,0,1,1,1,0,1,0,0,1,79.755
4071,72,0,0,2,2,2,0,2,2,3,33.085
5658,5,1,0,2,2,2,0,2,2,1,25.025
83,2,0,2,0,0,0,0,0,0,0,91.455
873,10,0,2,0,0,0,0,0,0,1,96.395
6524,70,0,1,1,1,1,1,1,1,3,116.675
4391,8,0,1,0,1,0,1,0,0,2,73.19
461,13,0,2,0,0,0,0,1,1,0,117.65
6188,44,1,0,2,2,2,0,2,2,3,25.155
551,1,0,2,0,0,0,0,0,0,0,92.755
3405,10,0,0,2,2,2,0,2,2,3,32.24
2374,48,0,0,2,2,2,0,2,2,2,31.915
6572,26,0,2,1,1,0,0,1,0,3,120.12
2246,11,0,2,0,0,1,0,0,0,1,101.4
6627,59,0,1,1,0,0,1,0,1,1,89.83
3869,41,1,1,0,1,1,0,1,1,0,70.135
2450,17,0,1,1,1,0,0,0,1,1,84.24
2329,72,0,2,1,1,1,1,1,1,2,148.915
6532,55,0,2,1,0,0,0,1,1,1,131.17
2146,56,0,2,0,1,1,1,0,1,3,129.675
6635,18,0,0,2,2,2,0,2,2,2,26.065
5900,53,0,2,1,1,1,0,1,0,1,128.18
6211,52,1,2,1,0,1,1,0,0,3,119.08
650,35,0,2,0,0,0,0,0,0,3,97.955
708,13,1,2,1,0,0,0,1,1,0,131.04
6874,20,1,2,1,0,0,0,1,0,2,115.83
4977,61,1,1,0,0,1,0,1,0,0,84.76
5784,13,0,2,0,0,0,0,0,0,2,91.585
6325,11,0,1,0,0,0,0,0,0,2,59.67
6148,16,0,0,2,2,2,0,2,2,3,26.78
1424,10,0,1,0,0,0,0,1,1,3,93.795
1216,15,0,2,1,0,0,0,1,0,0,112.06
5842,4,0,1,0,0,0,1,0,0,0,39.65
1924,3,0,1,1,0,0,1,0,1,2,83.85
6108,30,0,2,1,1,1,1,1,0,2,137.41
4434,56,1,2,0,1,1,0,1,1,0,136.175
314,11,0,1,0,0,0,1,0,1,0,86.255
3817,65,1,2,1,1,0,1,1,0,2,130.195
1427,9,0,2,0,1,1,0,0,0,0,103.87
6460,54,0,2,0,0,1,0,1,1,3,128.765
6328,26,0,1,0,0,0,0,0,0,1,64.35
3956,1,0,1,0,1,0,0,0,0,1,65.195
5694,68,1,2,1,1,0,0,0,0,2,110.11
3008,30,1,1,0,0,1,0,0,0,1,65.0
5828,62,0,0,2,2,2,0,2,2,2,26.0
1105,4,1,2,0,1,0,0,0,1,0,117.065
6530,14,0,1,0,0,0,1,1,1,0,90.545
4317,48,0,1,1,1,0,0,1,0,0,58.24
7042,66,0,2,1,0,1,1,1,1,2,137.345
4882,29,0,2,0,0,0,0,0,0,3,98.8
684,7,1,2,0,0,1,0,1,1,0,129.025
5155,68,0,2,1,1,0,1,1,1,0,140.01
2765,56,0,2,1,1,1,0,0,0,0,121.095
5429,72,0,2,1,0,1,1,1,1,3,136.37
4561,39,0,2,0,0,1,1,0,0,0,106.47
2451,11,0,0,2,2,2,0,2,2,3,26.585
5834,71,0,2,0,1,1,1,1,1,0,136.825
326,11,0,2,0,0,0,1,1,0,0,117.195
4988,8,1,0,2,2,2,0,2,2,1,26.325
5889,37,0,1,1,1,0,0,1,1,2,97.63
2176,51,0,2,0,1,1,1,0,0,0,113.555
3625,11,0,1,0,1,0,0,1,0,0,79.625
4894,72,0,2,1,1,0,0,0,1,3,122.785
6093,40,0,1,0,0,0,0,0,1,0,72.54
6094,61,0,0,2,2,2,0,2,2,1,31.46
2787,21,0,1,1,0,0,0,0,0,0,37.05
5071,5,1,1,0,0,0,1,0,0,2,63.245
5755,69,1,1,0,0,1,0,0,0,3,38.74
1676,38,0,2,0,0,0,0,0,0,2,97.435
348,59,0,2,0,0,1,0,1,1,2,129.35
5138,16,0,2,0,0,0,1,0,0,3,103.35
3599,8,0,0,2,2,2,0,2,2,1,31.72
4925,71,0,0,2,2,2,0,2,2,2,32.305
1626,31,0,2,0,0,1,1,1,1,0,135.46
4273,36,1,2,1,0,1,0,1,1,3,135.85
3159,52,0,2,0,1,1,1,1,1,0,143.975
5041,51,1,2,1,0,0,0,1,0,1,112.255
871,12,0,2,0,0,1,1,0,1,0,116.22
4883,1,0,2,0,0,0,1,0,0,0,96.2
4108,8,0,0,2,2,2,0,2,2,1,26.91
6145,6,0,2,0,1,0,0,0,1,1,111.735
2218,72,0,2,1,1,1,1,1,1,2,150.865
5521,10,1,0,2,2,2,0,2,2,1,31.72
2121,71,0,1,1,1,1,1,1,1,3,111.475
5985,25,0,0,2,2,2,0,2,2,1,24.895
3357,71,0,2,0,1,0,1,1,1,2,137.475
85,2,0,2,0,0,1,0,0,0,1,104.78
3937,62,0,2,0,1,0,1,1,1,3,137.865
1877,58,0,2,0,0,1,0,1,1,3,130.455
2801,56,0,2,1,0,0,0,1,1,3,123.24
5557,69,0,1,1,0,1,0,0,1,3,57.135
2640,56,1,2,0,0,0,0,0,1,0,105.17
6027,65,0,0,2,2,2,0,2,2,2,32.63
2880,39,0,0,2,2,2,0,2,2,2,25.805
3323,24,0,1,0,1,0,0,0,0,3,71.24
494,16,1,2,0,0,0,0,0,0,0,94.445
2019,1,1,0,2,2,2,0,2,2,1,26.975
2525,33,1,1,0,1,0,0,0,0,2,71.045
4717,26,0,1,0,1,1,0,1,1,3,95.55
3166,54,0,2,0,1,0,1,0,0,2,103.935
3858,8,1,0,2,2,2,0,2,2,3,25.545
1270,3,1,2,0,0,0,0,0,0,0,91.52
4174,68,0,1,1,1,0,1,1,1,2,107.705
3821,22,1,2,0,1,1,1,0,1,2,123.435
2895,62,0,2,0,1,1,1,1,1,0,144.04
3680,11,0,1,0,0,1,0,1,0,2,77.545
5820,1,0,2,0,0,0,0,1,1,0,116.155
618,1,0,2,0,0,0,0,0,0,0,91.195
6025,1,0,1,0,1,0,0,0,0,0,63.18
5185,18,0,0,2,2,2,0,2,2,3,32.89
3664,26,0,0,2,2,2,0,2,2,0,26.39
4531,70,1,2,0,0,1,0,1,1,0,132.275
3113,7,0,1,1,1,1,0,1,1,1,76.505
4180,72,0,1,1,1,1,1,0,1,2,101.985
1413,53,0,2,0,0,0,0,1,0,2,111.085
2201,54,0,2,1,1,1,1,1,1,1,149.045
2001,32,1,0,2,2,2,0,2,2,2,26.715
5252,26,0,2,0,0,0,1,0,1,3,111.67
869,1,0,1,0,0,0,0,0,0,1,60.19
2358,17,0,0,2,2,2,0,2,2,1,32.24
2006,33,1,1,1,0,1,0,1,1,3,97.175
3090,68,0,1,0,1,0,1,0,1,3,92.04
4472,16,1,0,2,2,2,0,2,2,1,25.48
4874,10,0,2,1,0,0,0,0,0,3,101.595
356,18,0,2,0,0,0,1,1,0,0,114.855
1162,15,0,1,0,1,0,1,0,0,3,76.18
5347,50,0,2,1,1,1,0,1,1,0,140.725
3064,2,1,1,0,0,0,1,0,0,2,37.765
3125,69,0,2,0,1,1,1,1,0,3,126.945
3492,34,0,2,0,1,1,0,1,1,0,129.805
5484,57,1,1,0,1,1,0,1,0,3,92.43
3749,35,1,1,0,0,0,1,1,1,1,93.73
6945,25,1,0,2,2,2,0,2,2,1,24.31
1890,27,0,1,1,1,1,1,0,0,1,85.995
579,1,0,2,0,0,0,0,1,0,0,103.35
2319,51,0,2,0,1,0,0,0,1,3,117.455
5628,71,0,1,1,1,1,1,1,1,2,112.905
1691,71,0,2,0,1,1,0,1,1,2,137.8
862,1,0,2,0,0,0,0,1,0,0,101.985
4765,10,0,1,1,1,0,1,0,0,1,52.325
4522,50,1,0,2,2,2,0,2,2,2,25.805
2380,1,0,2,0,0,0,0,0,0,1,92.43
2378,3,0,1,1,0,0,1,1,0,3,83.72
4960,23,1,0,2,2,2,0,2,2,2,26.195
5451,53,1,2,0,1,1,1,0,1,3,122.785
4625,8,0,0,2,2,2,0,2,2,2,26.26
1116,3,1,0,2,2,2,0,2,2,1,25.48
1541,70,1,1,0,0,0,0,1,1,0,58.825
6960,5,0,1,1,1,0,1,0,0,3,83.72
5416,38,0,2,1,0,0,0,1,0,2,119.21
6478,44,0,2,0,0,1,1,1,1,2,130.13
3649,42,0,2,1,1,0,0,1,0,3,122.785
4751,72,0,0,2,2,2,0,2,2,3,32.24
5623,8,0,1,0,0,0,0,1,0,0,70.72
3297,20,1,0,2,2,2,0,2,2,1,25.61
4706,53,0,1,0,1,0,1,1,0,3,84.5
6167,7,1,2,0,0,0,0,0,0,0,98.02
2500,15,0,0,2,2,2,0,2,2,1,26.715
6220,69,1,0,2,2,2,0,2,2,1,24.83
6229,62,1,0,2,2,2,0,2,2,3,26.845
6239,18,1,1,1,0,1,0,0,0,1,43.68
6247,4,1,0,2,2,2,0,2,2,1,33.085
6930,35,1,0,2,2,2,0,2,2,2,31.59
6538,15,0,2,0,0,0,0,0,0,2,89.18
5300,4,0,1,0,0,0,0,0,0,1,58.825
6715,64,1,2,1,1,0,0,1,1,2,134.55
6711,22,1,0,2,2,2,0,2,2,1,25.025
3409,40,0,2,0,0,0,1,0,0,3,102.505
6726,2,1,1,0,0,0,0,0,0,0,57.85
5231,71,0,2,1,1,1,1,1,1,2,148.98
4677,72,0,1,1,1,1,1,1,1,3,115.31
6753,71,0,1,1,0,1,0,1,1,3,100.815
2052,72,1,2,0,1,1,1,1,1,2,141.96
1776,2,0,2,0,0,0,0,0,0,0,91.975
3499,64,0,2,1,0,1,1,1,1,2,141.635
4305,72,1,1,1,1,1,1,1,0,2,104.26
2536,30,1,2,1,1,0,0,0,1,3,122.59
5054,65,1,2,1,0,1,1,1,1,3,143.0
3731,24,0,2,0,1,0,0,1,1,2,129.545
1592,43,0,1,0,0,1,0,1,1,2,63.765
1723,2,1,2,0,0,1,0,0,1,0,111.605
5510,1,1,1,0,0,0,0,0,0,3,57.915
2611,72,1,0,2,2,2,0,2,2,2,26.91
4786,68,0,2,1,0,1,1,1,1,3,145.275
490,3,1,2,0,1,0,0,1,0,0,108.875
5921,60,0,1,1,1,1,0,0,0,2,78.65
2910,58,0,1,0,0,1,1,1,1,3,72.15
1006,3,0,2,0,0,0,0,0,0,0,96.525
4230,68,1,0,2,2,2,0,2,2,2,33.15
2503,72,0,1,1,1,1,1,1,1,3,119.6
4436,2,1,0,2,2,2,0,2,2,1,26.39
2314,63,0,1,1,1,1,0,1,1,3,108.55
2554,21,1,2,0,1,1,1,1,1,1,135.915
1417,5,0,2,0,0,0,0,1,0,3,105.3
3096,45,0,2,1,1,1,1,1,1,0,150.345
25,55,0,2,1,1,0,0,1,0,0,125.775
2409,26,0,1,0,0,1,0,1,1,3,65.455
1113,29,1,2,1,1,0,0,0,0,0,109.785
4176,26,0,1,1,1,0,1,0,0,3,50.505
1552,1,1,2,0,1,0,0,0,1,0,111.8
6017,6,0,0,2,2,2,0,2,2,1,26.845
5259,68,0,1,0,1,1,1,1,1,2,110.89
5672,17,1,1,1,1,0,0,0,0,1,72.93
433,11,1,2,0,0,0,0,1,0,2,103.35
4084,62,0,1,1,1,0,1,0,0,3,50.18
2655,14,1,1,1,0,0,1,0,0,1,72.41
3927,72,0,0,2,2,2,0,2,2,1,33.93
4771,7,0,0,2,2,2,0,2,2,2,26.325
5206,10,0,2,1,0,0,0,0,0,0,97.89
1127,31,1,2,0,0,0,0,0,0,0,96.07
4313,3,0,2,0,1,0,1,0,0,0,104.0
5224,72,0,2,1,1,1,1,1,1,2,150.54
5552,72,0,1,1,1,1,1,1,1,2,85.345
2518,72,0,2,1,0,1,1,1,0,2,127.66
6769,27,0,1,0,1,1,1,1,1,0,109.005
1102,24,1,2,0,1,1,0,1,1,3,133.835
6060,29,0,2,0,0,0,1,0,0,0,103.09
4773,9,0,0,2,2,2,0,2,2,1,26.325
4248,70,1,1,1,0,1,1,0,1,3,100.49
5219,62,0,2,1,1,0,0,1,1,0,137.15
4890,7,0,1,0,0,0,0,0,0,0,58.175
194,1,0,1,0,0,0,1,0,0,0,67.86
615,56,0,2,0,1,1,0,1,1,2,136.175
643,4,0,1,0,1,0,0,1,1,0,63.115
5062,71,1,0,2,2,2,0,2,2,2,33.215
3116,39,0,1,0,0,0,0,0,0,3,32.825
3410,69,0,2,0,0,1,0,1,1,2,129.35
2776,49,0,2,1,0,0,0,1,1,1,131.105
5774,68,0,2,0,1,1,0,0,0,3,112.385
5951,71,0,2,1,1,1,1,1,1,2,149.565
5902,71,0,2,0,1,1,0,0,1,3,116.285
330,2,0,1,0,0,0,1,0,0,0,40.17
2207,64,0,0,2,2,2,0,2,2,1,32.11
5049,33,1,1,0,1,1,1,1,1,3,106.73
6515,48,0,1,1,1,1,0,0,1,3,91.13
2670,16,0,2,0,0,0,0,0,0,3,97.175
972,20,0,2,1,0,0,0,0,0,0,102.895
483,1,1,1,0,0,0,0,0,0,3,60.06
2420,27,0,2,0,0,1,0,0,1,2,117.195
2602,12,1,1,0,0,0,0,0,0,2,56.94
719,1,0,2,0,0,0,0,1,1,1,124.345
3624,71,0,2,1,1,1,1,1,1,2,142.61
2059,51,1,2,1,1,1,0,1,0,0,121.55
2803,64,0,1,0,1,1,1,1,0,2,98.93
2566,12,1,1,1,0,0,1,0,0,1,43.68
4704,46,0,2,0,0,0,0,0,0,2,94.64
32,2,0,1,0,0,0,0,0,0,0,57.655
664,25,1,2,0,1,1,0,1,1,1,137.735
5540,66,0,1,0,1,1,0,1,1,3,73.775
5303,37,0,0,2,2,2,0,2,2,1,34.385
5813,66,0,1,1,1,1,0,0,1,3,96.98
1444,11,0,2,0,0,0,1,0,0,0,96.005
3355,12,0,2,0,0,1,0,1,1,0,124.41
2792,1,0,0,2,2,2,0,2,2,0,25.285
4956,62,1,2,0,0,1,1,1,1,0,135.265
6864,35,1,2,0,1,1,1,1,1,0,142.935
1705,1,0,2,0,0,1,0,1,1,0,122.72
5170,57,0,1,0,0,1,1,1,1,3,69.355
5502,71,1,0,2,2,2,0,2,2,2,26.13
4734,17,0,0,2,2,2,0,2,2,3,25.61
4063,65,0,2,1,0,1,1,1,1,0,142.09
4685,4,0,1,0,0,0,0,0,1,1,71.89
3227,54,1,2,0,1,0,0,0,1,0,117.065
118,24,0,2,0,1,0,0,0,0,0,104.325
2277,50,0,2,1,1,1,0,1,0,2,132.47
2905,43,0,2,0,0,1,0,0,1,2,120.315
1401,26,0,2,0,1,1,0,1,0,0,116.74
739,41,0,1,1,1,1,1,0,1,3,103.87
2456,5,0,1,0,0,0,0,0,0,1,58.24
170,52,0,1,0,1,0,0,1,1,0,63.895
540,1,0,0,2,2,2,0,2,2,1,26.26
883,11,0,0,2,2,2,0,2,2,1,25.025
5277,21,0,1,0,0,0,0,1,0,2,70.98
4722,9,0,1,0,0,0,0,0,0,0,56.875
3443,30,0,1,0,0,1,0,1,1,0,97.305
3800,29,1,2,0,0,1,0,1,1,2,130.715
674,7,1,1,1,0,0,1,0,0,0,44.85
3209,1,1,1,0,0,1,1,1,1,0,98.15
6507,71,0,2,0,1,1,1,1,1,0,142.025
2915,70,0,2,1,1,1,1,1,1,3,146.965
3286,24,1,1,1,0,0,1,0,0,0,71.435
1815,14,1,2,0,0,0,1,1,0,0,119.145
5389,71,0,0,2,2,2,0,2,2,3,25.74
6117,69,0,1,0,1,1,1,1,1,2,106.535
2100,1,1,0,2,2,2,0,2,2,2,25.025
4593,37,0,1,1,0,0,0,1,0,2,84.045
6979,49,0,0,2,2,2,0,2,2,3,25.87
5933,18,0,0,2,2,2,0,2,2,1,25.155
2101,22,1,2,1,0,0,1,0,1,0,115.765
5967,1,0,0,2,2,2,0,2,2,0,26.845
3922,7,0,1,0,1,0,1,0,1,0,57.72
1548,5,1,0,2,2,2,0,2,2,2,33.67
4216,3,0,0,2,2,2,0,2,2,1,26.0
3470,72,0,2,1,1,1,0,0,1,3,133.445
355,10,0,2,0,0,0,0,1,0,0,103.935
4559,39,0,0,2,2,2,0,2,2,1,32.5
3774,35,1,0,2,2,2,0,2,2,2,25.025
5363,71,0,0,2,2,2,0,2,2,3,25.87
2535,63,1,2,0,0,0,1,0,0,3,105.56
6234,62,1,2,1,1,1,0,0,0,0,115.83
3220,45,1,1,1,0,0,0,1,1,2,66.17
5018,72,1,1,1,1,1,1,1,1,0,120.12
2373,65,0,2,1,0,1,1,1,1,0,143.455
1051,1,0,1,0,0,0,0,0,0,0,31.525
3074,3,1,1,0,0,1,0,1,1,0,90.935
2321,16,0,2,0,0,0,1,0,0,3,96.915
6673,18,1,0,2,2,2,0,2,2,2,26.455
5058,40,1,1,1,0,1,0,0,1,0,87.685
1751,1,0,0,2,2,2,0,2,2,1,26.13
3941,7,0,0,2,2,2,0,2,2,1,25.285
1772,3,0,2,0,0,0,0,0,0,3,96.33
1196,12,0,2,0,1,1,0,0,0,0,109.85
1878,25,0,2,1,0,1,1,1,1,0,137.15
2668,52,0,0,2,2,2,0,2,2,3,25.48
7028,44,0,2,1,0,1,0,0,0,3,110.24
2016,24,1,0,2,2,2,0,2,2,2,31.33
2005,1,1,1,0,0,0,0,0,0,1,58.89
5712,37,1,2,1,1,1,0,0,0,2,118.56
1482,1,0,0,2,2,2,0,2,2,2,26.26
3237,47,1,1,1,1,1,0,0,0,3,87.685
328,1,0,2,0,1,0,0,0,0,0,98.54
648,31,0,1,0,0,1,1,0,0,0,71.825
2945,22,0,2,1,0,0,1,1,0,3,124.67
3418,30,0,0,2,2,2,0,2,2,1,27.625
1123,2,1,1,0,1,0,0,0,0,1,64.48
6541,3,0,0,2,2,2,0,2,2,1,26.065
2788,23,0,2,0,0,0,0,1,1,0,117.585
4113,32,0,0,2,2,2,0,2,2,3,26.455
6103,53,0,0,2,2,2,0,2,2,3,25.805
3971,2,0,1,1,0,0,0,0,1,1,80.795
3915,12,0,0,2,2,2,0,2,2,1,25.61
5897,25,0,0,2,2,2,0,2,2,1,26.975
1259,22,0,2,0,0,0,1,1,0,0,117.0
5157,45,0,2,0,0,0,0,1,1,2,122.07
5888,71,0,2,1,1,0,0,1,0,1,124.345
7038,72,0,0,2,2,2,0,2,2,2,27.495
1519,19,0,2,0,1,0,0,1,1,0,129.935
1378,40,0,1,1,1,0,0,0,0,1,71.825
5140,70,0,1,1,1,1,1,1,0,2,103.61
1023,1,0,1,0,0,0,0,0,0,0,59.475
6434,52,0,2,0,1,0,1,0,1,3,124.345
2918,71,0,2,1,1,1,1,0,0,0,119.6
4814,72,0,1,1,1,1,1,1,0,2,105.105
5009,22,1,2,0,0,1,0,1,0,0,115.375
5286,60,0,2,1,1,1,1,1,1,3,151.58
912,1,1,2,0,0,0,0,0,0,0,97.955
2857,8,0,0,2,2,2,0,2,2,1,26.0
6195,34,1,1,1,0,1,1,1,1,2,103.935
1675,13,0,2,1,0,0,0,1,1,0,130.455
1746,3,1,1,1,0,0,0,0,0,3,38.61
3026,15,1,1,0,0,0,0,0,0,0,60.19
532,5,0,2,0,0,0,0,0,0,2,98.67
1736,2,1,2,0,0,0,0,0,1,2,103.675
1629,10,0,2,0,0,0,0,0,0,0,91.13
5065,11,1,2,1,0,0,0,0,0,0,99.32
430,17,1,1,0,0,0,0,0,0,0,58.565
1808,13,1,2,0,0,0,1,1,1,1,128.7
4477,17,1,1,0,0,1,1,1,0,1,89.7
4860,72,0,0,2,2,2,0,2,2,1,32.37
4393,69,0,2,0,1,0,1,1,0,1,119.795
4577,4,0,1,0,0,0,1,0,0,1,66.04
234,3,1,2,0,1,0,0,0,0,0,103.22
5654,55,1,2,1,1,1,1,1,1,0,151.45
2222,44,0,0,2,2,2,0,2,2,1,25.87
4292,23,1,1,1,0,0,1,0,0,3,74.36
